"サービス","想定エリア","法人名","優先度","適合根拠","公式URL","窓口メール","電話番号","打診方法","即時打診可否","既存打診状況","送信前確認","根拠"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","CUVIC株式会社","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社万兵衛","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://chikamaru.com/inspection/","","","公式フォーム","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社匠栄房","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","既存打診履歴あり：送信保留","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社ラフ","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社富士アド","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社美園工芸社","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社エーアイ・プラス","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://ai-group.jp/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","アイショット株式会社","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://www.eyeshot.co.jp/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社ジー・スタッフ","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社たつみ","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","有限会社三宝メンテナンス","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","ひばり広告株式会社","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","hibari_sign@ktb.biglobe.ne.jp","","メール","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社日の出広美社","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社ウイット・タカダ","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","グローアップ株式会社","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","三幸商洋株式会社","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","sankoh_sy@yahoo.co.jp","","メール","可","既存打診履歴あり：回答待ち","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社フィールド","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","既存打診履歴あり：未依頼","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社関東ダイイチ","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","RASTA東京株式会社","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://www.rasta-japan.com/company/","tokyo@rasta-japan.com","","メール","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","有限会社山本美創","S","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://y-kanban.jp/company/","y-bisou@circus.ocn.ne.jp","","メール","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","DECOSIGN東美株式会社","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://decosign-tohbi.co.jp/company","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","ワイズ株式会社","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://ys-sign.co.jp/info01.html","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社オーエスアート","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://www.os-art.co.jp/about/","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社エイシンプランニング","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","https://eishinplanning-inc.co.jp/company","","","公式フォーム","可","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社看板ボーイ","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社晃新製作所","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社近丸","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社アド・アサヒ","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社アド・サイン","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社アート・ワーク","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社アート・プランニング","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社アートフリーク","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社アドシステム","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社サイン・アーテック","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社サイン・スペース","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社サインズ","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社サンコー企画","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社シーエス・ワン","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社スカイサイン","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社スペースアート","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社ゼンシン","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社タカハシ工芸","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社ダイカン","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社テクノサイン","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社トーガシ","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社ナカムラ看板","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社ニッシン","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
"看板・屋外広告物点検","埼玉県川口市（過去案件）","株式会社ハヤシ工芸","A","屋外広告業登録または特例届出、有資格者による点検・報告書作成の候補","","","","公式フォーム","要確認","未打診","紹介可否・案件対応可否のみを確認。依頼者情報は紹介承諾後に共有。","埼玉県屋外広告業登録簿・公式サービスページ"
